event_id,event_name,start_time,fighter_a,fighter_b,scheduled_rounds,is_title_fight,market,selection,book,american_odds,selection_name,odds_api_event_id,odds_source,snapshot_fallback_used,last_snapshot_time
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,moneyline,fighter_a,fanduel,-300.0,Rodolfo Vieira,5e3ed97a4087084bdfff2683bcfd2d49,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,moneyline,fighter_b,fanduel,250.0,Eric McConico,5e3ed97a4087084bdfff2683bcfd2d49,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,inside_distance,fighter_a,manual,,Rodolfo Vieira,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,inside_distance,fighter_b,manual,,Eric McConico,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,by_decision,fighter_a,manual,,Rodolfo Vieira,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Rodolfo Vieira,Eric McConico,3.0,0,by_decision,fighter_b,manual,,Eric McConico,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,moneyline,fighter_a,fanduel,-185.0,Jackson McVey,657d5a2a5693234ca1aa298a7ee4d977,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,moneyline,fighter_b,fanduel,160.0,Sedriques Dumas,657d5a2a5693234ca1aa298a7ee4d977,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,inside_distance,fighter_a,manual,,Jackson McVey,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,inside_distance,fighter_b,manual,,Sedriques Dumas,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,by_decision,fighter_a,manual,,Jackson McVey,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Jackson McVey,Sedriques Dumas,3.0,0,by_decision,fighter_b,manual,,Sedriques Dumas,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,moneyline,fighter_a,fanduel,300.0,Mayra Bueno Silva,c625ba8faec8f1445c8543f1c0698f15,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,moneyline,fighter_b,fanduel,-400.0,Michelle Montague,c625ba8faec8f1445c8543f1c0698f15,live_api,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,fight_goes_to_decision,fight_goes_to_decision,manual,,Fight goes to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,fight_doesnt_go_to_decision,fight_doesnt_go_to_decision,manual,,Fight doesn't go to decision,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,inside_distance,fighter_a,manual,,Mayra Bueno Silva,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,inside_distance,fighter_b,manual,,Michelle Montague,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,by_decision,fighter_a,manual,,Mayra Bueno Silva,,missing,0,
ufc-fn-2026-04-25,UFC Fight Night: Sterling vs. Zalal,2026-04-25T20:00:00-04:00,Mayra Bueno Silva,Michelle Montague,3.0,0,by_decision,fighter_b,manual,,Michelle Montague,,missing,0,
